"","district","postcode","n","per_of_district","per_of_postcode"
"906","WAGGA WAGGA","2655",1406,2.70525080330171,100
"907","WAGGA WAGGA","2651",1166,2.24347257229715,100
"908","WAGGA WAGGA","2729",1101,2.11840763473342,84.0458015267176
"909","WAGGA WAGGA","2730",1048,2.01643160871991,100
"910","WAGGA WAGGA","2642",339,0.652261751293941,10.2046959662854
"911","WAGGA WAGGA","2658",233,0.448309699266927,19.9315654405475
"912","WAGGA WAGGA","2722",141,0.271294710715179,5.51859099804305
"913","WAGGA WAGGA","2661",127,0.244357647239913,100
"914","WAGGA WAGGA","2702",75,0.144305697188925,9.3167701863354
"915","WAGGA WAGGA","2611",44,0.084659342350836,53.0120481927711
"916","WAGGA WAGGA","2678",12,0.023088911550228,100
"917","WAGGA WAGGA","2645",8,0.015392607700152,1.85614849187935
"918","WAGGA WAGGA","2649",5,0.009620379812595,16.6666666666667
"919","WAGGA WAGGA","2659",3,0.005772227887557,0.512820512820513
"920","WAHROONGA","2076",11655,26.1539842470211,100
"921","WAHROONGA","2120",8928,20.0345578170231,92.6141078838174
"922","WAHROONGA","2077",8441,18.9417229540202,32.8801807416641
"923","WAHROONGA","2074",7963,17.8690842178489,73.888837338777
"924","WAHROONGA","2073",7552,16.946794425869,93.5579781962339
"925","WAHROONGA","2075",24,0.053856338217804,0.247652461046332
"926","WAKEHURST","2099",12785,31.3173623358809,51.6482184697423
"927","WAKEHURST","2100",10032,24.5737801293357,75.7017808632659
"928","WAKEHURST","2097",7155,17.526455026455,99.8325659271662
"929","WAKEHURST","2087",5314,13.0168528316676,99.9623777276148
"930","WAKEHURST","2086",3878,9.49931412894376,69.5855015252108
"931","WAKEHURST","2085",1499,3.67185969037821,27.2892772619698
"932","WAKEHURST","2101",159,0.389476778365667,1.4517896274653
"933","WAKEHURST","2084",2,0.00489907897315305,0.115807759119861
"934","WALLSEND","2287",19029,45.0998980873605,100
"935","WALLSEND","2299",6688,15.850970540137,100
"936","WALLSEND","2298",4043,9.58215817789681,77.8398151713516
"937","WALLSEND","2285",3921,9.29301068897685,22.6765369267249
"938","WALLSEND","2322",3399,8.05583864622094,26.1924944131926
"939","WALLSEND","2305",2657,6.29725309885526,39.6271439224459
"940","WALLSEND","2307",2367,5.6099352973242,100
"941","WALLSEND","2289",78,0.184864787998009,0.762537882490957
"942","WALLSEND","2308",11,0.0260706752304885,100
"943","WILLOUGHBY","2067",18576,30.2747807946804,98.9558917536757
"944","WILLOUGHBY","2065",9372,15.274291860882,36.9587506901175
"945","WILLOUGHBY","2068",8137,13.2615143909515,100
"946","WILLOUGHBY","2064",6429,10.4778512989341,100
"947","WILLOUGHBY","2090",5075,8.27113008898595,51.4549325762952
"948","WILLOUGHBY","2062",4628,7.54261872942404,100
"949","WILLOUGHBY","2063",3087,5.03112878516249,100
"950","WILLOUGHBY","2069",2404,3.91798950422113,35.3997938447946
"951","WILLOUGHBY","2089",2327,3.79249649597444,23.1197218082464
"952","WILLOUGHBY","2066",1154,1.88076534437237,5.42624723750411
"953","WILLOUGHBY","2060",167,0.272173147755794,1.03041895477263
"954","WILLOUGHBY","2088",2,0.00325955865575801,0.010582570506376
"955","WINSTON HILLS","2147",11994,27.7722462778151,67.0018434724317
"956","WINSTON HILLS","2152",6347,14.6965522032093,100
"957","WINSTON HILLS","2153",5760,13.3373468867946,20.0571070408803
"958","WINSTON HILLS","2768",5178,11.9897191284414,54.2767295597484
"959","WINSTON HILLS","2145",4646,10.7578669507028,10.8290795515465
"960","WINSTON HILLS","2146",4440,10.2808715585709,49.2184901895577
"961","WINSTON HILLS","2148",4039,9.35235140204228,12.0233381954574
"962","WINSTON HILLS","2151",783,1.81304559242365,6.48769574944072
"963","WOLLONDILLY","2575",9498,21.8858011889949,95.601409159537
"964","WOLLONDILLY","2576",9398,21.6553758237707,97.2777145223062
"965","WOLLONDILLY","2571",6700,15.4384994700217,100
"966","WOLLONDILLY","2570",4456,10.2677542743905,15.6361849954383
"967","WOLLONDILLY","2573",3359,7.73998801788101,100
"968","WOLLONDILLY","2572",3018,6.95423752246647,100
"969","WOLLONDILLY","2752",2809,6.47264850914789,100
"970","WOLLONDILLY","2574",2748,6.33208903636112,100
"971","WOLLONDILLY","2568",653,1.50467763491405,100
"972","WOLLONDILLY","2569",591,1.36181390847504,100
"973","WOLLONDILLY","2745",137,0.315682750357159,1.05889627454011
"974","WOLLONDILLY","2787",31,0.0714318632195032,0.840791971792785
"975","WOLLONGONG","2500",25597,47.8242998337163,84.4395328890942
"976","WOLLONGONG","2502",7053,13.177512471274,100
"977","WOLLONGONG","2506",3830,7.1558021785027,100
"978","WOLLONGONG","2518",3731,6.97083496814454,32.9768428495669
"979","WOLLONGONG","2505",3439,6.42527511537096,100
"980","WOLLONGONG","2530",3146,5.8778469069372,19.3695357714567
"981","WOLLONGONG","2519",2617,4.88948676270015,29.1425389755011
"982","WOLLONGONG","2528",2024,3.78155185621135,14.902076277426
"983","WOLLONGONG","2525",1125,2.10190011770641,20.5742501828822
"984","WOLLONGONG","2526",961,1.79548978943632,11.0244350120454
"985","WYONG","2259",23422,53.512760172725,64.1733793632528
"986","WYONG","2263",16118,36.8251502204757,100
"987","WYONG","2262",2631,6.01110374922891,24.7111862496478
"988","WYONG","2261",1297,2.96328451643858,3.83648356849173
"989","WYONG","2258",301,0.687701341131851,10.4586518415566
"990",NA,"2648",1,100,0.0520020800832033
